Energy[MeV/u],Depth[mm],Sigma_fit[mm],Sigma[mm]
231.19,0.0,3.492835903730385,3.492835903730385
231.19,150.0,3.002352564057608,3.002352564057608
231.19,300.0,2.5118692243848297,2.5118692243848297
233.58,-300.0,4.439829711063973,4.439829711063973
233.58,-150.0,3.9259900218829675,3.9259900218829675
233.58,0.0,3.403657114698971,3.403657114698971
233.58,150.0,2.923790297529933,2.923790297529933
233.58,300.0,2.420567130852668,2.420567130852668
235.94,-300.0,4.3909937075467695,4.3909937075467695
235.94,-150.0,3.8729074093642684,3.8729074093642684
235.94,0.0,3.350574502180272,3.350574502180272
235.94,150.0,2.8558445535059986,2.8558445535059986
235.94,300.0,2.3950874768436927,2.3950874768436927
238.29,-300.0,4.318801354521339,4.318801354521339
238.29,-150.0,3.817701492344822,3.817701492344822
238.29,0.0,3.299615194162321,3.299615194162321
238.29,150.0,2.8070085499887956,2.8070085499887956
238.29,300.0,2.320771819317514,2.320771819317514
240.63,-300.0,4.289075091510867,4.289075091510867
240.63,-150.0,3.7667421843268705,3.7667421843268705
240.63,0.0,3.2613957131488576,3.2613957131488576
240.63,150.0,2.8048852454880473,2.8048852454880473
240.63,300.0,2.320771819317514,2.320771819317514
242.95,-300.0,4.303938223016103,4.303938223016103
242.95,-150.0,3.815578187844074,3.815578187844074
242.95,0.0,3.2805054536555893,3.2805054536555893
242.95,150.0,2.7942687229843077,2.7942687229843077
242.95,300.0,2.301662078810782,2.301662078810782
245.25,-300.0,4.365514053537794,4.365514053537794
245.25,-150.0,3.843181146353797,3.843181146353797
245.25,0.0,3.3654376336855076,3.3654376336855076
245.25,150.0,2.8834475120157217,2.8834475120157217
245.25,300.0,2.3993340858451884,2.3993340858451884
247.54,-300.0,4.278458569007128,4.278458569007128
247.54,-150.0,3.7900985338350983,3.7900985338350983
247.54,0.0,3.2677656266511015,3.2677656266511015
247.54,150.0,2.836734812999267,2.836734812999267
247.54,300.0,2.3674845183339692,2.3674845183339692
249.82,-300.0,4.257225523999649,4.257225523999649
249.82,-150.0,3.7922218383358466,3.7922218383358466
249.82,0.0,3.3038618031638167,3.3038618031638167
249.82,150.0,2.834611508498519,2.834611508498519
249.82,300.0,2.3356349508227496,2.3356349508227496
252.09,-300.0,4.272088655504884,4.272088655504884
252.09,-150.0,3.775235402329863,3.775235402329863
252.09,0.0,3.2486558861443697,3.2486558861443697
252.09,150.0,2.8070085499887956,2.8070085499887956
