energy_mevu,measured_r80_mm,fitted_r80_mm,r80_delta_mm,normalized_rmse,normalized_max_abs_error,spectrum_components,spectrum_mean_mevu
226.37,100.63967963386727,100.71623184900488,0.07655221513761035,0.005739769776816496,0.020629869417315816,8.0,217.40868320091545
228.79,102.39301098901099,102.46849589336158,0.07548490435058852,0.004834577396353967,0.022879612930006746,7.0,219.64884111691555
231.19000000000003,104.44632075471698,104.50150533581686,0.05518458109987989,0.004326231295887191,0.02096916994238998,7.0,222.15987638527315
233.58,106.49761904761904,106.58980398728798,0.09218493966893959,0.005896611877867086,0.02127979781683277,7.0,224.71849296823277
235.94000000000003,108.46393120393121,108.57136411066487,0.10743290673366346,0.007150568570550348,0.021836472684133912,7.0,227.19877501735306
238.29,110.28056818181818,110.2117587137695,-0.06880946804868415,0.00631030759910168,0.018014433117677933,8.0,229.33764643087858
240.63,112.38312138728324,112.41418873854973,0.0310673512664863,0.005726603766852055,0.02033470523631377,7.0,231.8572695119496
242.95000000000002,114.0527668845316,114.03231618566117,-0.020450698870419615,0.006195750945551329,0.02751638323220762,8.0,233.9390404781082
245.25,116.16158590308369,116.08068871265762,-0.08089719042607157,0.008784921807771382,0.028265439181409113,8.0,236.36701088393755
247.54,118.10522483940042,118.0398793474638,-0.06534549193662542,0.007372858823103702,0.0264928375161555,8.0,238.74964431760026
249.82000000000002,120.13043062200957,120.06787836170125,-0.06255226030832262,0.008975869374044385,0.031935844295415294,8.0,241.21073589980978
252.09,122.20526315789473,122.14451448464385,-0.06074867325088462,0.007789077472731425,0.02415141207929683,8.0,243.62987538454502
254.34,123.84674033149172,123.83077099990736,-0.015969331584358315,0.004276565375849946,0.017572479377276018,8.0,245.56044812463713
256.58,125.96615776081426,125.96443085916,-0.0017269016542513782,0.00513936334095657,0.019670319035654416,7.0,247.97183015251804
258.81,127.62538947368421,127.72487218633214,0.09948271264792652,0.00765094339789431,0.0204579892934178,8.0,249.99011741047553
261.03000000000003,129.3469,129.37264231081127,0.025742310811267544,0.004149730679447063,0.017701481047784906,7.0,252.08531439500564
263.23,131.6000790513834,131.67370982396838,0.07363077258497697,0.006384796068634935,0.020060267519352304,8.0,254.58861716666735
265.43,133.6326896551724,133.70925495843545,0.07656530326303823,0.006057755322838986,0.015634799889407747,7.0,256.89774424411115
267.62,135.40447488584476,135.36866503710434,-0.0358098487404277,0.006325711360023133,0.015935077376795836,8.0,258.84191733245683
269.8,137.30309734513273,137.2806732518462,-0.022424093286531388,0.0042051777564783245,0.01276818776856023,8.0,261.14282694980704
271.96999999999997,139.54498915401302,139.56730131122416,0.022312157211132444,0.004011125311937588,0.014369094719295566,8.0,263.550651151647
274.13,141.55082872928176,141.5750148218471,0.024186092565344097,0.004775516650111343,0.015477326188530038,7.0,265.8369061629383
276.28000000000003,143.19030303030303,143.1492530501347,-0.04104998016833861,0.006915545770118192,0.02804718991156785,7.0,267.64475772433155
278.42,144.98711111111112,144.96223445872945,-0.024876652381664144,0.004743373380693123,0.014974456362398691,8.0,269.6225302451724
280.56,147.12740384615384,147.10843383497237,-0.018970011181465907,0.004920378861139903,0.015335380404201682,8.0,271.92475583924477
282.69,148.9200826446281,148.82916588957303,-0.09091675505507624,0.008769636852147688,0.022448210442265193,7.0,274.08539819656033
284.81,150.5510099009901,150.5604937621556,0.009483861165506369,0.004604344232667707,0.011056933197326743,8.0,275.9103716593101
286.93,152.72100456621004,152.7010021772325,-0.020002388977530927,0.005047826932836997,0.011623358480022272,8.0,278.193270764321
289.04,154.57571428571427,154.59158395492375,0.015869669209479298,0.004816564816694834,0.014493574829158362,9.0,280.3535367932551
291.14,156.452,156.4775841977854,0.025584197785406104,0.005040729986528526,0.014142637023992988,8.0,282.4610804135982
293.24,158.8605619412516,158.85749610914306,-0.0030658321085468287,0.006111180603037652,0.01797178372047481,7.0,284.7316360959604
295.33,160.2614371257485,160.2979855358785,0.036548410129995546,0.006925348101691058,0.017052362989045,8.0,286.5419503693786
297.42,162.34857142857143,162.43648875274943,0.0879173241779938,0.00885401876770901,0.023546808375386252,7.0,288.8244637309249
299.5,164.1650657894737,164.2198436146115,0.054777825137819036,0.008692327468128933,0.030461513539409624,8.0,290.91116733278005
301.57,166.0487410926366,166.05989988026047,0.011158787623884336,0.0058329991444359824,0.010067232100392842,8.0,292.89587397897446
303.64,168.24681159420288,168.26744683563047,0.020635241427584106,0.006294612353637655,0.0166238363368868,8.0,295.10005075679067
305.71,170.68015094339623,170.70048747202458,0.02033652862834856,0.00565789647287491,0.010967444008312167,9.0,297.5615364583946
307.77,172.50490566037735,172.59455834614607,0.08965268576872631,0.007897178500339053,0.014766719223803682,7.0,299.47550260574184
